2786,2832,11
2832,286,13
286,3439,1
1082,2786,7
2786,2829,149
4849,4761,1
4761,2590,46
2378,2308,4
2308,1226,6
3110,2378,3
2378,2829,17
4268,1226,4
2358,2986,23
2703,990,11
990,1367,1
1367,2832,30
3127,1631,32
1631,2258,15
2258,671,4
671,2986,4
4611,2258,70
2258,4894,56
4894,2829,7
437,2829,27
2385,1747,1
1747,2832,40
93,2986,25
4005,2751,1
3515,4738,6
4738,3475,3
3475,101,2
2750,4773,27
4262,1125,13
1125,291,6
291,4732,6
4732,2212,19
2425,1125,3
1125,3526,28
2143,4611,45
4611,4956,17
4956,2703,36
3054,1563,43
1563,2427,5
3718,2856,5
2856,3127,24
3127,4911,1
635,2751,4
2751,4594,2
4594,1849,11
2258,1082,2
2986,1676,12
1676,812,2
1837,2786,19
2786,194,2
194,1747,1
3966,2308,40
2308,2013,1
2013,1226,7
3491,184,5
184,1526,7
2832,1125,33
2751,3139,1
3,2276,1
2276,1631,31
1631,479,12
479,2832,8
2829,2737,33
2737,4241,2
4241,3054,12
3054,3139,2
3139,1125,5
4611,386,42
386,1125,6
4773,2329,23
2329,2173,3
2173,2203,4
2203,2832,22
3526,1912,17
1912,2703,51
2786,1914,6
1914,3649,1
3,1837,1
1837,3139,1
3139,2358,3
2358,2751,2
1631,2358,1
2358,2737,3
1235,1221,291
1221,1125,5
1125,421,10
634,2986,46
2572,4594,1
671,2832,3
2832,2595,95
2595,2829,8
2143,2786,2
2786,2066,21
2066,2829,46
4909,1627,5
1627,4611,3
4738,4620,2
3755,4596,5
4596,1235,2
2143,3526,41
3,3966,10
3966,812,16
812,2275,1
3526,3139,22
3966,2750,4
2750,3526,20
615,5022,7
5022,728,8
4395,3826,2
3826,3127,25
3,3175,2
3175,4395,2
4395,3700,4
3449,3356,18
3356,1403,7
1403,2732,1
2732,2832,20
2832,3700,18
3700,437,5
437,151,1
151,2703,13
2737,3054,3
671,437,13
437,2786,1
2786,812,58
812,1747,5
1747,4620,1
2829,1676,11
2832,3139,8
4395,151,6
2703,2751,10
2751,2991,18
2991,3054,10
3054,2173,2
425,904,5
904,2829,17
2829,3700,12
3700,2832,30
2832,2751,42
2751,1208,3
3449,2308,2
2832,2703,10
671,3091,3
2703,1125,41
1125,1226,25
1226,2829,10
2829,1208,16
1765,2751,17
2751,2329,4
2329,2829,10
2832,2737,23
1765,2703,1
2703,2385,1
1914,1765,4
93,2786,13
2786,273,2
2703,1765,10
4483,1563,12
2750,2751,2
2143,2329,2
2329,2737,2
2703,2066,3
4257,2212,1
2425,3966,8
3449,2829,112
2751,3526,23
2703,3356,37
2832,612,2
4338,4611,18
4611,1208,1
3700,2308,2
2308,4257,5
2358,4732,3
4773,291,3
5022,1125,11
4773,2986,22
2703,4761,16
4761,4165,7
4165,1563,8
2986,4257,5
4257,3559,3
3559,3526,5
3526,1849,7
4761,3475,8
3475,2781,3
2781,671,2
671,4761,9
4761,1837,39
3449,2013,6
2013,1837,69
634,4856,47
4856,3526,74
2358,2258,6
4761,3235,8
3127,2771,6
2771,1631,4
1631,4761,10
1221,4761,10
4761,425,7
425,978,1
437,2012,1
2703,4773,38
1082,4073,8
386,273,1
3919,2757,5
1082,101,19
3526,2750,8
2750,2986,5
2832,273,50
916,3190,12
3190,1765,1
1765,3054,12
3054,2358,1
2358,3826,3
3826,2829,2
3449,2203,2
3526,634,144
2750,4761,30
2590,904,6
4761,3912,6
3449,1765,4
1765,2829,3
3449,2703,34
2539,4611,7
2751,1226,7
1226,4073,4
3763,2829,18
1226,2703,8
2751,4241,3
3127,2539,16
2539,1631,7
1631,2737,1
4395,3163,13
4262,2184,2
2184,3475,3
3475,2703,14
2703,4738,9
2184,4241,2
1765,2184,1
2184,916,6
916,978,4
1082,2986,37
2991,3163,22
3163,634,13
634,2203,15
2539,437,3
1221,2986,15
2143,4241,7
2757,3751,1
3449,4437,22
2757,2786,6
1082,273,12
1765,3163,3
3163,220,1
220,2203,1
2832,2865,12
2865,1631,3
812,1765,2
4241,634,37
291,2329,1
2027,3526,2
3163,3526,5
1737,3966,2
3966,1965,5
4738,2829,7
1345,3439,15
3515,3054,20
2203,184,1
184,4611,6
4909,1840,2
1840,1345,25
1345,4596,10
3526,2865,11
2865,273,1
3526,2258,9
3439,2771,3
2771,2027,1
2027,4262,1
4262,273,1
273,1737,3
1737,3439,1
1082,2751,1
1765,1627,9
1627,4241,4
3449,220,1
220,2757,1
916,634,118
93,3121,8
3121,2832,12
3449,1345,23
1345,291,8
291,273,12
1221,5022,3
2786,671,1
671,4073,5
3356,3321,18
3321,3515,104
3054,479,3
1226,1765,1
1627,4596,7
4611,101,15
101,2832,22
1765,220,4
220,2829,9
2358,5022,1
1765,3526,12
273,4426,1
93,5022,2
2358,3449,1
3449,3526,11
4611,3035,6
2751,1631,4
671,1345,15
1345,1403,5
273,3071,33
2264,2143,3
2750,1345,26
1235,2750,4
1345,3190,8
3190,4611,4
3163,3190,9
1235,2308,15
2308,1345,1
3491,2078,1
2832,812,72
1345,2786,5
2751,3449,8
3449,273,13
2425,4911,1
2865,2066,2
4257,3449,10
916,3054,35
2829,4773,2
437,1765,5
3449,3559,13
3559,2832,1
4732,2425,38
2832,4005,9
4005,4268,3
1221,2829,30
291,2829,27
2829,1747,7
2750,1226,5
2618,3966,6
2829,4268,33
2308,4956,22
2832,2556,9
3449,2078,3
2078,2829,2
2865,3966,10
3966,2829,45
2865,286,1
812,4338,8
2425,220,1
220,753,1
753,2829,9
2865,3356,3
3356,3475,11
2829,4964,32
4964,2832,24
2832,2786,42
2786,2308,16
2703,4909,1
4257,93,2
3526,2066,3
4611,2027,2
2027,2829,7
1563,2264,1
3526,1914,7
812,220,1
3515,194,12
194,2829,13
978,2327,2
3755,4226,4
4226,1765,2
437,2203,11
2203,437,5
437,2427,9
2427,2264,2
2264,1765,1
1235,2276,1
2276,3110,1
3110,1235,2
1837,2829,24
3700,2751,6
1627,1837,22
1837,812,4
812,1208,2
3700,2732,1
5022,2751,4
1381,437,4
2986,2300,30
2590,1449,1
1449,3966,5
3966,194,2
194,2986,13
671,3356,21
2856,4956,8
4956,4611,4
286,2308,2
361,2703,12
2751,3054,6
194,437,27
437,2737,10
1965,2829,22
2737,3700,16
3700,2991,4
407,3356,16
3356,615,15
615,2308,40
2308,3356,3
3356,3718,8
990,2751,7
2751,1837,12
1837,194,12
2258,3449,5
3356,899,1
899,2986,5
2986,2203,17
425,3163,6
3163,3718,4
2949,2986,3
220,2358,4
3449,291,7
291,1125,14
2751,1627,2
1627,3439,7
3439,909,4
909,2539,4
2539,3439,2
3439,3163,4
3163,2829,2
2829,4073,20
3121,4611,8
2703,3121,3
3121,2751,1
2751,3439,5
2986,3533,29
3533,2832,73
421,2329,6
2329,634,7
2757,2703,1
2703,4956,5
3718,4257,1
1965,2986,12
3054,2986,53
2986,3235,1
3235,2832,4
1125,3071,16
3071,2703,2
4773,184,1
184,93,13
93,2703,3
2703,2832,6
2737,4611,17
4773,2327,4
1221,3526,2
2703,4677,2
4677,3091,1
3091,615,6
615,2750,16
4773,1985,7
1985,1235,21
1235,273,11
4738,407,12
407,2703,4
2329,2750,3
2078,3091,1
3091,4620,4
2703,2856,13
3515,3966,5
3449,2556,8
3449,2786,14
2786,2300,16
2832,2258,31
3526,2829,113
2829,2143,55
2143,1627,68
1627,2991,10
909,1235,1
1235,2757,8
2757,4738,1
2264,4611,7
4611,3649,3
3649,1676,7
615,3054,4
4611,2757,3
904,812,1
2276,3356,1
3356,194,5
4894,194,2
3966,1849,3
753,2258,2
2258,4005,4
4005,3966,3
3966,2737,2
912,3966,11
3966,2986,22
2986,4677,16
4677,753,2
2258,3301,1
3301,3966,1
3966,3121,11
2829,4677,39
425,899,3
899,3526,7
3526,3475,13
3175,244,1
244,2949,3
2949,2143,8
2143,1082,18
4620,4231,24
4231,2258,1
2258,1837,5
1139,2949,2
2949,4231,7
4231,1837,15
4611,2078,7
2556,2949,2
1985,3449,10
2865,2949,3
2358,2212,4
812,184,17
184,3957,21
3957,2832,63
407,4761,27
4909,2308,4
4956,4761,6
4761,2991,46
2991,3718,4
2703,2781,3
2781,4773,37
4677,3966,8
3966,4920,3
4920,3449,5
4909,4773,12
5022,2378,11
3,916,1
634,2276,10
2276,3139,1
2556,2078,1
2078,244,5
244,3110,5
3110,990,3
990,4759,5
2078,2832,1
2275,3449,1
2556,3526,12
2829,3757,20
286,3919,1
3919,3035,1
2078,3526,6
2143,2991,16
912,2829,8
4073,2703,15
4580,2949,2
3491,1627,1
1627,4483,8
4483,2829,14
909,2771,12
2771,3449,7
1837,2327,3
437,4611,7
2829,184,30
912,3356,16
3356,4165,81
4165,194,19
3966,4580,2
4580,4611,4
4580,912,2
2703,2378,2
2378,3356,2
3356,3966,1
3966,1125,5
1125,3110,3
3110,2329,11
2829,2300,28
2737,3449,4
3449,912,4
912,2703,29
2703,1837,61
4611,1849,18
1849,4580,13
4580,2929,1
2929,479,7
4257,1837,1
1837,3121,2
3121,2703,6
4395,3763,2
912,3054,7
3054,3235,3
3091,2750,1
3163,1985,3
4611,1125,16
2737,3356,3
1403,3054,4
3054,3526,52
912,3526,15
3,1914,1
3110,4594,1
4594,4732,4
4732,912,3
3526,4268,26
3491,3,1
1837,3649,4
3649,3526,16
3526,3757,6
615,2703,19
3356,554,19
3,2929,1
3919,615,3
2991,2212,6
2425,4620,11
1965,1125,12
3235,4338,3
4338,2829,13
4909,3356,2
3356,3190,19
3190,3526,109
3356,3163,12
1965,4732,4
2143,2781,3
3649,4732,1
2703,615,6
4205,2027,1
4241,615,17
2703,3559,17
3559,3966,2
1837,899,3
4773,2427,12
2427,2703,16
3356,3235,26
3235,3054,11
3700,3559,4
3559,2703,8
1837,437,2
671,909,4
2703,1840,5
1840,2308,3
1125,978,4
2427,2203,2
3235,3190,3
3526,291,49
4611,4759,1
3449,3458,5
3700,2829,6
2829,3559,36
3559,3321,3
2013,4395,59
4395,612,3
612,4956,5
2832,291,15
1125,2703,2
2703,3235,8
634,4738,6
4738,3127,30
3649,1631,2
1631,194,15
194,4594,1
4594,2276,1
4594,2751,2
1381,2703,8
1837,3826,5
3127,1208,6
3700,1631,14
1631,1226,2
3356,3091,11
4611,615,6
2308,3755,4
3755,2732,80
2732,3356,8
3110,2264,4
2771,2212,1
904,1765,1
2329,3526,13
2258,1381,1
2703,3321,6
3515,753,2
1235,3757,11
3475,2750,8
2750,2143,5
2143,1837,27
3966,3449,1
3449,1914,2
1381,3966,1
2832,1985,4
2143,3356,3
671,1125,45
4773,2203,2
4594,4911,1
4911,3559,1
3559,1631,2
4773,978,3
1381,1631,1
386,2829,3
4956,3356,11
291,1381,7
1381,2264,1
2264,3826,16
3826,4395,1
4611,3458,21
3458,3449,7
2258,3356,4
4165,4594,1
2750,812,2
812,2751,3
1837,615,3
2781,3449,5
3449,4738,19
1965,1345,10
1345,3235,12
4073,2584,1
2584,2832,20
3919,4761,9
812,2427,5
2427,3449,1
1345,2991,35
3757,3139,1
3718,1235,2
1221,1965,2
1125,2991,18
3757,4594,2
4594,2203,1
2751,2203,2
2751,2751,1
2751,2703,16
1837,4005,1
4005,4611,13
3449,2751,3
2703,4759,7
4759,1765,2
3559,3700,1
4894,3356,12
3700,1965,2
2991,2143,2
1381,634,1
2264,2703,8
2703,1208,3
1208,1345,1
479,227,2
227,2751,2
2751,3110,4
3110,1381,6
1381,4483,4
3,1235,2
291,1345,1
3,3356,5
2427,3356,2
3718,1747,2
3356,4241,20
4241,291,15
291,912,3
1082,728,6
4338,3449,6
2703,2013,19
3700,3491,5
1125,4395,77
3301,2829,1
2829,4759,20
2143,1381,2
2258,2300,29
2703,4611,19
4611,990,36
990,4956,11
4956,2829,10
3449,4395,2
4395,899,3
2829,4257,27
1082,990,1
3491,1965,21
291,1914,3
1914,4426,6
4426,1208,1
1837,2329,17
2329,194,26
3755,2750,1
912,3355,1
3355,916,1
4611,2184,1
2986,2556,31
2556,1627,2
1627,615,6
4773,4904,4
1837,3091,20
2829,2556,24
3526,3163,1
1221,1840,32
2991,4620,15
4620,3127,6
93,1200,8
4437,2703,1
4773,3163,14
2829,4956,34
4956,1200,1
2595,2013,12
1200,3071,15
3515,2750,1
2829,1765,45
2556,2991,16
2991,3091,13
3526,1985,3
1837,2275,5
1837,3163,9
3919,3526,3
291,2786,8
2832,1200,12
2986,4956,37
2703,4620,17
3127,2143,25
904,2308,7
2556,273,1
671,2556,5
2556,3321,4
194,3054,4
1345,1837,60
386,1345,1
3757,2786,2
4257,671,3
671,3526,9
3718,2757,2
2757,4761,1
4761,3054,22
3475,1965,9
3526,3912,10
990,912,4
3966,4677,1
4677,1837,6
1837,1403,13
2258,3966,4
4580,1837,8
1837,2203,5
1965,2856,17
2856,912,2
2991,3755,1
3755,3718,3
407,3755,12
361,2832,12
2832,3779,8
1837,990,5
2829,4205,23
4205,3755,4
3755,2590,2
2590,3718,2
3449,2986,25
1627,3321,4
3751,101,2
812,1837,8
2786,912,4
912,671,1
2757,437,9
437,4911,1
4911,3356,1
3912,4611,4
2986,3414,42
4611,2703,8
3190,2986,3
4073,3356,5
425,291,7
912,2986,1
2703,479,4
479,912,2
912,4483,1
4483,1208,1
4894,2832,2
4395,3649,3
3649,2264,1
2264,3049,2
3049,4773,28
4773,4456,1
4456,2829,11
3526,2385,2
4773,3091,2
2264,1837,4
2949,3755,2
3515,2986,5
2751,4761,1
4761,916,19
2732,2203,2
2203,5022,1
5022,671,1
671,407,11
407,1345,23
1345,615,19
615,273,5
2258,1345,1
2737,1914,1
2829,1526,4
1837,2737,1
2737,671,3
2750,2300,12
2737,1526,3
634,3414,10
3110,3414,2
3414,3035,5
3035,3449,1
2991,753,4
753,2329,1
194,3301,1
3301,671,1
2829,3301,4
1221,3356,12
4241,1912,10
2703,3779,3
2703,753,16
753,2786,8
3175,437,16
1849,2737,9
2737,2703,5
1849,4738,7
2556,2703,1
4611,3779,14
2929,2986,26
2703,2986,32
1526,753,1
101,227,8
227,4773,7
4773,3301,1
3301,4395,4
3491,1125,8
2786,2751,3
2737,912,3
912,2329,2
2385,2986,1
2751,4395,11
912,2027,1
2027,1840,4
1840,1125,21
1125,2737,2
2737,1837,4
3515,1912,2
671,194,5
194,4262,6
4262,2986,4
4894,273,1
1837,978,3
978,2329,5
2329,2986,7
4773,1849,6
912,615,2
615,2329,3
2329,3190,1
2258,3110,2
3110,3054,1
3054,2829,23
4677,904,3
1221,4483,4
4483,635,1
671,4738,14
2258,2329,1
4262,1345,17
2786,4268,1
2442,3,3
1449,3700,1
194,3526,7
3526,3054,37
2751,3163,2
3163,4483,5
4483,3526,11
634,615,3
615,151,15
4761,421,16
3718,2829,20
2829,4894,14
4894,1449,1
1449,4611,1
4262,2013,7
1676,4611,5
2027,4611,4
386,2786,1
194,3700,1
3700,671,4
3163,2737,1
2737,2751,1
2358,1849,1
3449,184,3
4611,184,22
4761,1912,1
2703,101,3
912,3449,11
3755,1912,1
101,4073,2
4073,4395,3
899,184,1
3700,4262,3
4262,2308,2
2308,4395,46
3526,990,9
1221,2378,1
2378,4761,5
4761,2732,8
2732,1849,2
3491,2750,10
2750,2584,2
2584,4761,2
2732,2829,18
4395,2275,8
4372,3356,3
2829,4372,11
671,3755,39
3755,2991,11
1226,3414,3
3449,3414,2
4456,4911,2
4911,2986,17
2986,4372,3
4372,3449,2
2829,1403,3
3700,2929,4
2929,2786,27
2786,4611,4
4773,3700,5
3700,4437,1
4437,1849,1
3449,407,7
2751,4773,30
3091,291,3
2584,1235,4
2751,4483,3
4483,3121,1
1221,101,1
4483,2986,14
184,2584,2
2584,909,1
2757,978,1
978,4226,3
4620,437,4
2427,1235,21
3526,273,7
671,1840,32
1840,1200,11
1200,2572,7
2572,1235,4
2590,4226,3
2378,1345,10
634,4073,4
4073,4956,10
4773,3649,6
2751,2986,2
1840,3356,22
2751,2275,1
151,3700,1
3700,4738,2
2590,3175,3
4677,2986,2
912,4738,1
1125,759,3
2750,4395,32
671,2750,16
2750,615,4
615,3356,7
2358,3700,1
4073,3449,7
2143,3054,16
1125,4611,3
2856,184,29
1235,1747,72
1747,2829,9
1125,437,6
2539,3526,1
3,3110,1
3110,3526,2
4594,759,1
759,2703,2
3110,3127,6
2308,3700,1
3414,3458,3
2258,4205,12
4205,4849,1
4849,2829,1
3,2732,1
1737,2704,1
3449,2704,4
2704,93,8
2704,2986,2
3110,4372,1
4372,4456,1
3491,4620,3
2832,4205,18
4205,3110,1
361,2750,5
1235,1914,7
3700,101,1
4395,291,6
1235,184,4
2385,2300,1
2300,4395,1
2584,2539,2
2703,1849,3
4395,909,3
909,3966,5
3919,1125,3
1125,2584,3
194,2539,1
2539,2929,6
2308,1676,6
1676,4437,2
194,2751,1
2751,2539,2
2539,3449,2
1849,2539,1
2539,2751,1
4395,3127,15
291,3449,4
3449,3091,6
3091,3127,4
2832,184,17
2703,3700,3
4372,3321,1
615,2986,17
2618,3491,2
3491,812,8
812,4372,1
4372,1837,6
2703,1345,21
1345,1750,1
1750,1200,1
2258,2618,5
3121,4761,1
4372,3491,2
1221,2143,5
1627,899,2
3491,3700,1
1837,3491,1
2929,2704,3
2704,3526,14
3449,3139,2
3139,2856,3
2595,1125,8
1563,615,3
2618,1235,2
4257,3966,1
2203,2276,12
2276,2929,12
2929,2703,5
2703,2618,1
2618,1631,5
1627,4395,13
671,4483,1
3458,2143,2
1837,3127,14
3700,1837,1
1837,2276,6
2704,4732,6
3718,2203,1
3127,5022,4
5022,2308,12
3355,671,4
671,1235,14
4395,2703,57
2832,3458,9
634,2329,1
194,1985,1
2832,2618,14
2618,671,3
2442,4205,7
4205,437,3
4437,3458,1
3458,1208,1
3110,2751,2
3700,3919,1
2832,2781,9
4773,1381,6
3700,1381,2
1381,1837,10
1631,2143,6
1221,1345,7
671,2327,4
1965,1985,2
1985,1345,1
1837,2929,7
2929,812,2
1381,4395,7
1381,2781,3
2781,1235,4
1747,2991,1
2991,2329,1
2829,386,12
386,2703,12
407,2143,4
3110,1849,6
2264,437,2
437,3755,13
2757,3755,2
3755,3190,1
4205,2986,1
2737,990,1
812,2737,3
1837,4456,1
4456,990,1
3449,990,5
990,2584,1
2584,1082,1
3526,286,8
286,3356,15
2986,4759,10
2703,3718,1
1221,3755,5
2590,1912,6
1208,3526,1
437,3826,7
3826,437,7
437,1125,10
1676,3779,1
4956,4395,2
4395,978,8
2329,3414,1
3414,291,3
291,4262,1
4262,437,2
3757,479,1
479,4732,3
3110,615,1
3526,2704,21
3526,899,21
899,291,3
2264,2173,1
2173,615,1
3449,1208,1
3355,2991,2
4372,3110,1
3110,3763,5
3763,437,2
2212,2703,6
990,1765,2
1765,1449,1
1449,3526,17
990,2143,20
2143,194,3
4205,361,2
3475,3127,1
2704,3127,3
1345,220,1
220,2986,10
615,2829,34
4205,1235,4
1235,2751,11
3110,912,1
4395,1840,1
1840,2264,2
2264,2991,1
2258,4395,2
4395,2013,7
2013,4738,1
4738,2986,8
2991,1912,2
3526,2786,5
812,5001,8
5001,4395,12
3356,2385,1
2385,3190,1
3475,2986,1
5022,2737,3
4372,2427,1
2427,1226,1
386,5022,8
5022,1765,2
4395,1985,4
1965,916,3
101,916,3
3966,2856,2
1125,1449,30
2308,2590,7
3175,634,3
3475,93,4
2929,4073,7
4073,2300,1
2618,1837,2
2929,909,1
909,2258,4
2258,2173,1
3121,1627,12
1403,2276,2
3121,2143,2
3054,1985,4
3449,634,7
2595,184,2
2143,220,1
220,273,1
671,990,4
194,2276,1
2929,2750,3
3355,437,1
437,3458,2
2618,3175,2
2986,3127,16
2832,1912,2
1912,2308,1
2308,1840,1
2618,3449,4
3449,1840,26
2703,273,8
3491,101,3
101,2618,1
3491,909,4
4437,1082,1
291,2986,29
2143,4773,19
4761,4241,25
4761,2378,1
2378,2986,4
3966,1235,2
291,2308,13
2618,1345,3
1750,5022,9
4611,2143,2
3491,2786,9
2327,2258,4
1750,3127,2
1631,5022,3
2308,2203,2
3491,2308,10
1235,101,16
101,2737,2
615,2276,2
2276,3491,3
1631,3121,12
3175,1082,4
1082,2750,5
904,3700,3
3526,753,6
2618,2703,9
2308,4964,4
1837,2258,1
2143,3966,2
3966,227,2
227,1235,4
286,2013,2
4395,2327,5
2703,1750,5
3515,1750,1
4956,2378,1
2378,2184,3
2184,3110,10
361,3526,8
